grad_# in Cohort,grad_% Dropped Out,grad_% Graduated,grad_% H.S. Equiv.,grad_% Non-Grad Completers,grad_% Permanently Excluded,grad_% Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs (%),age_33-40 yrs (%),age_41-48 yrs (%),age_49-56 yrs (%),age_57-64 yrs (%),age_<26 yrs (% ),age_Over 64 yrs (%),prog_Career Technical Education (%),prog_English Learners (%),prog_General Education (%),prog_Special Education (%),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Tests Taken,District Name
553,11,78.5,0.9,2.2,0,7.4,02480000,2019,"$85,387 ",556.9,"$47,551,865 ",498.4,495.9,495.4,48.5,46.8,"$103,140,833.85 ","$13,696.96 ","$126,129,086.85 ","$15,468.37 ","7,530.20","8,154.00",29.5,23.2,17.4,11.5,8.6,9.6,0.2,0,5.8,79.5,14.6,0.3,4.7,3.4,48.8,55.3,51.2,1.9,0,,34.3,505,,562,Revere
64,0,100,0,0,0,0,04830000,2019,,,,501.8,502.8,503.3,44.2,45.3,"$10,423,004.38 ","$15,921.25 ","$10,423,004.38 ","$15,921.25 ",654.7,654.7,36.5,29.8,14.3,8,5.7,3.8,1.9,0,0,85.6,14.4,0.5,2.4,1.1,51.7,3.4,48.3,5.2,0,,87.5,537,,85,Rising Tide Charter Public (District)
128,5.5,88.3,0.8,0,0,5.5,02510000,2019,"$71,942 ",174.1,"$12,525,138 ",500.8,496.4,493.5,54.9,50.6,"$35,748,715.00 ","$15,846.76 ","$40,606,302.00 ","$16,669.25 ","2,255.90","2,436.00",29.4,19,16.5,19,11.1,3.8,1.4,0,2.7,88.8,8.5,0,1.1,5.3,50.4,14.3,49.6,4,0,,75.3,531,,149,Rockland
84,2.4,97.6,0,0,0,0,02520000,2019,"$73,957 ",92,"$6,804,068 ",502.8,496.9,505.9,51.4,51.3,"$17,323,341.00 ","$19,362.18 ","$19,695,453.00 ","$20,826.32 ",894.7,945.7,17.4,13,27.3,23.6,11.2,2.5,5,0,1.1,98.9,0,0,1.7,1,49.2,1.7,50.8,0.2,0,,95.4,544,,99,Rockport
78,1.3,88.5,0,1.3,0,9,04840000,2019,,,,497.9,498.7,487.5,62.4,66.7,"$27,153,316.56 ","$17,983.40 ","$27,153,316.56 ","$17,983.40 ","1,509.90","1,509.90",39.5,11.2,3.6,0.5,0,45.2,0,0,0,90.8,9.2,0.3,0.6,57.4,49.4,39.9,50.6,0.5,0.3,,1.1,523,,127,Roxbury Preparatory Charter (District)
110,1.8,98.2,0,0,0,0,04410000,2019,,,,494.6,488.2,488.8,44.7,44.5,"$21,688,172.27 ","$13,796.11 ","$21,688,172.27 ","$13,796.11 ","1,572.10","1,572.10",25.2,21.7,18.9,17.9,8.9,2.7,4.8,0,3.3,84.5,12.2,0,4.1,29.4,49.5,41,50.5,5.5,0,,20,524,,116,Sabis International Charter (District)
277,6.5,80.5,0,5.4,0,7.6,02580000,2019,"$97,826 ",342.5,"$33,505,377 ",495.5,490.9,493.5,49.3,49.1,"$73,858,857.83 ","$19,734.64 ","$91,956,043.15 ","$19,381.20 ","3,742.60","4,744.60",17.8,20.7,20.7,21.4,9.8,6.8,2.7,3,2.5,89.5,5,0.1,3.1,6.7,48.1,39.3,51.9,4.8,0,,46,477,,238,Salem
49,2,95.9,0,0,0,2,04850000,2019,,,,506.8,502.9,499.4,54.9,58,"$8,108,045.35 ","$16,662.31 ","$8,108,045.35 ","$16,662.31 ",486.6,486.6,39.3,25.1,8.9,4.3,2.2,20.1,0,0,1.1,98.9,0,0,6.1,9.6,53.4,39.7,46.6,1.8,0,,42.8,528,,103,Salem Academy Charter (District)
170,0.6,92.9,0.6,1.2,0,4.7,02610000,2019,"$80,571 ",198.7,"$16,009,456 ",503.3,500.6,503.8,55.3,47.3,"$46,553,091.00 ","$18,523.43 ","$53,175,460.00 ","$18,707.29 ","2,513.20","2,842.50",16,15.6,20.3,23.8,17.8,2.2,4.3,0,2,88.9,9.1,0.6,2.4,1.2,49.6,2.3,50.4,0.8,0.1,,92.6,550,,197,Sandwich
189,7.4,84.1,1.6,2.6,0,4.2,02620000,2019,"$79,970 ",202.8,"$16,217,880 ",499.7,498,498.7,48,45.3,"$43,403,277.81 ","$16,594.64 ","$49,795,912.51 ","$17,153.85 ","2,615.50","2,902.90",25.1,27.1,20,14,10.5,1.7,1.6,0,0.5,89.8,9.7,0.6,5.1,4.9,48.3,18.7,51.7,2.5,0.1,,68.1,499,,188,Saugus
217,2.3,94.5,0,0,0,3.2,02640000,2019,"$90,907 ",242,"$21,999,448 ",510.8,507,508.6,48.1,49,"$45,031,193.00 ","$15,150.29 ","$49,137,186.00 ","$16,230.28 ","2,972.30","3,027.50",13.2,18.6,23.5,23,14.2,4.6,2.9,0,0.8,92.2,7,0,1,2.6,49.5,1.5,50.5,1.6,0,,93.2,575,,292,Scituate
158,0.6,98.1,0,0,0,1.3,02650000,2019,"$81,481 ",158.8,"$12,939,121 ",506,503.2,504,51.1,51.4,"$32,223,615.54 ","$15,465.36 ","$35,541,840.67 ","$16,605.23 ","2,083.60","2,140.40",16.9,23.9,19.3,19.2,14.4,2.2,4,0,1.9,84.3,13.8,0,3.2,2,50.4,5,49.6,3.4,0,,86.3,548,,170,Seekonk
292,0.3,96.9,0.3,0.3,0,2.1,02660000,2019,"$92,447 ",260.9,"$24,119,363 ",512,516.1,513.1,48.3,53.5,"$59,267,269.08 ","$16,278.19 ","$63,742,459.38 ","$17,262.22 ","3,640.90","3,692.60",17.6,20.3,26.4,19.3,12.8,2.4,1.3,0,0,100,0,0.1,29,4.8,48.4,5.2,51.6,5,0.1,,55.8,628,,310,Sharon
311,0.6,97.1,0.3,0,0,1.9,08710000,2019,"$96,161 ",126.3,"$12,145,125 ",,,,,,"$30,991,217.00 ","$24,508.67 ","$31,118,553.00 ","$24,404.79 ","1,264.50","1,275.10",11.2,23.2,18.7,25.9,19.2,0.9,0.9,52.7,0,38.7,8.6,0.2,1.2,1.1,41.8,4.9,58.2,2,0,,90.6,520,,214,Shawsheen Valley Regional Vocational Technical
446,1.3,95.7,0.4,0,0,2.5,02710000,2019,"$79,814 ",413.6,"$33,011,015 ",513,512.1,507.6,50.6,52.1,"$83,841,954.98 ","$13,540.37 ","$91,497,587.98 ","$14,247.97 ","6,192.00","6,421.80",22.2,25,17.2,17.9,11,5.5,1.1,0,1.1,92.3,6.5,0.4,31.5,2.9,49.7,8.2,50.3,3.6,0,,53.3,603,,635,Shrewsbury
260,1.9,96.5,0.4,0.8,0,0.4,07600000,2019,"$84,572 ",140.8,"$11,904,419 ",504.2,504,504.6,52.6,47,"$30,320,760.40 ","$17,275.80 ","$31,272,595.40 ","$17,046.93 ","1,755.10","1,834.50",17,25.4,30.4,16.1,8.9,1.3,0.8,9.4,0,76.9,13.7,0.2,1.1,1.5,47.6,1.8,52.4,0.6,0.1,,94.7,576,,329,Silver Lake
34,2.9,91.2,0,0,0,5.9,04740000,2019,,,,502,488.7,488.9,56.3,43.1,"$6,115,348.29 ","$16,798.10 ","$6,115,348.29 ","$16,798.10 ",364.1,364.1,27.4,16.9,16.2,13.2,20.2,3.4,2.7,0,1.5,83.6,14.9,0.3,1.1,6,46.1,23.6,53.4,2.2,0,,66.9,528,,27,Sizer School: A North Central Charter Essential (District)
263,1.9,95.1,0,0.4,0,2.7,07630000,2019,"$72,457 ",80.8,"$5,854,541 ",,,,,,"$15,141,248.13 ","$14,951.37 ","$17,242,339.24 ","$16,149.05 ","1,012.70","1,067.70",13.4,27.8,31.9,9,11.6,4,2.3,0,0.3,89.7,10,0.1,1.4,1.1,50.2,3.7,49.8,1.1,0.3,,92.5,564,,274,Somerset Berkley Regional School District
341,5.3,85,0.3,1.8,0,7.6,02740000,2019,"$86,961 ",428.7,"$37,283,833 ",499.9,496.1,493.6,52.5,48.8,"$96,007,718.31 ","$19,350.54 ","$111,171,544.42 ","$20,336.51 ","4,961.50","5,466.60",30.7,23.4,13.2,12.9,12.9,4.9,1.9,4.5,3,88.9,3.7,0.1,6.5,9.9,46.9,41.4,53,4,0.1,,38.1,510,,281,Somerville
127,1.6,96.1,0,0,0,2.4,02780000,2019,"$72,690 ",148.8,"$10,816,344 ",494.9,495,500.6,40.6,39.1,"$28,125,706.41 ","$14,652.62 ","$32,524,034.35 ","$14,979.06 ","1,919.50","2,171.30",22.3,19.6,19.3,19.4,13.7,4.2,1.5,0.7,0,99.3,0,0.1,2.2,1.8,50.4,13.7,49.6,2.2,0.1,,79.8,584,,137,South Hadley
155,1.9,96.1,0,0,0,1.9,08290000,2019,"$85,144 ",80,"$6,811,481 ",,,,,,"$19,708,891.31 ","$26,655.25 ","$19,708,891.31 ","$26,655.25 ",739.4,739.4,17.2,12.6,27.2,25.9,17.2,0,0,45,0,41.3,13.7,1.9,0.4,5.2,40,42.8,60,3.6,0,,46.1,482,,81,South Middlesex Regional Vocational Technical
63,3.2,93.7,0,0,0,3.2,04880000,2019,,,,500.1,493.6,503,46.6,46.2,"$14,875,562.00 ","$15,720.04 ","$14,875,562.00 ","$15,720.04 ",946.3,946.3,36.2,22.6,19.8,7.7,12.2,0,1.5,0,3.4,78.5,18.1,0.4,5.1,29.3,49.8,3.8,50,6.8,0.1,,54.5,494,,97,South Shore Charter Public (District)
157,1.3,96.8,0,0,0,1.9,08730000,2019,"$81,578 ",63,"$5,139,444 ",,,,,,"$13,320,587.00 ","$21,157.22 ","$13,320,587.00 ","$21,157.22 ",629.6,629.6,10.2,20.8,23.4,21.8,21.9,1.8,0,52.7,1.6,42.8,2.9,0,1.4,2,32.7,5.6,67.3,3.6,0,,87.4,507,,62,South Shore Regional Vocational Technical
136,13.2,70.6,0,6.6,0,9.6,02770000,2019,"$74,383 ",161.6,"$12,020,224 ",478.9,475,476.9,38.2,31.6,"$35,440,866.18 ","$17,675.36 ","$40,912,195.03 ","$17,277.84 ","2,005.10","2,367.90",21.1,24.9,14.9,15.8,12.5,8.6,2.2,0,9.5,77.5,13.1,0.2,1.4,2,48.9,57.3,51.1,1.7,0.1,,37.3,466,,52,Southbridge
349,1.1,98,0.3,0,0,0.6,08720000,2019,"$86,576 ",132.3,"$11,454,010 ",,,,,,"$31,180,922.00 ","$20,852.62 ","$31,195,212.00 ","$20,834.31 ","1,495.30","1,497.30",22.9,17.8,20.9,15.3,17.6,3.3,2.2,41.8,0.9,47.4,10,0.1,1.7,34.5,49.7,12.4,50.2,5.6,0,,45.7,472,,263,Southeastern Regional Vocational Technical
42,4.8,90.5,0,2.4,0,2.4,07650000,2019,"$75,407 ",71.9,"$5,421,731 ",496.4,493.4,494.7,48.5,48.1,"$17,061,182.34 ","$25,171.41 ","$18,124,293.37 ","$22,817.94 ",677.8,794.3,3.2,19.1,33.6,29.9,9.4,1.6,3.2,0,0.7,84.6,14.7,0.7,0.1,0.9,49.9,7.1,50.1,4.9,0,,86.2,579,,28,Southern Berkshire
277,2.5,95.3,0,0.4,0,1.8,08760000,2019,"$77,491 ",112,"$8,679,025 ",,,,,,"$21,599,723.00 ","$19,526.06 ","$21,791,057.00 ","$19,168.77 ","1,106.20","1,136.80",9.8,17.9,25,23.2,13.4,9.8,0.9,50.9,0,44.1,5,0.3,0.6,1.1,41.7,9.5,58.3,1.4,0,,87,515,,153,Southern Worcester County Regional Vocational Technical
124,0,96.8,0.8,0.8,0,1.6,07660000,2019,"$70,362 ",128.8,"$9,062,677 ",497.7,494.5,501.8,42.3,44.3,"$22,403,743.97 ","$14,756.78 ","$24,586,615.97 ","$15,174.11 ","1,518.20","1,620.30",10.5,31.8,26.8,16.1,10.3,3.5,1,0,0,92.2,7.8,0.3,0.9,1.8,49,4.4,51,2.1,0,,90.6,543,,109,Southwick-Tolland-Granville Regional School District
99,5.1,87.9,1,0,0,6.1,07670000,2019,"$65,931 ",113.9,"$7,509,490 ",494.9,491.3,495.7,45.9,44.8,"$22,240,186.00 ","$15,798.95 ","$27,583,454.00 ","$16,268.63 ","1,407.70","1,695.50",12,24.8,23.6,21.7,12.8,3.1,2.1,0.2,0.9,87.4,11.5,0.3,1,2,45.5,13.3,54.5,2.7,0,,80.7,531,,55,Spencer-E Brookfield
"1,883",13.3,73.8,0.8,4.2,0,7.9,02810000,2019,"$71,511 ","1,949.60","$139,418,112 ",488.9,485.9,484.9,43,43.3,"$430,209,193.97 ","$17,008.62 ","$509,332,216.26 ","$16,730.13 ","25,293.60","30,444.00",21.3,21.4,15.5,17.6,11.4,11.1,1.7,1.8,4.1,75.4,18.7,0.2,2.3,18.9,47.9,66.6,52.1,1.8,0,,10.2,433,,"1,259",Springfield
179,2.8,92.7,0,0,0,4.5,02840000,2019,"$73,676 ",195.3,"$14,388,959 ",509.6,503.7,502.9,61.5,61.1,"$38,707,099.11 ","$16,232.79 ","$43,746,583.67 ","$17,107.22 ","2,384.50","2,557.20",19.3,28.1,20.9,13.1,11.9,4.3,2.4,0,3,82.2,14.9,0.2,5.2,2.5,49.6,8.5,50.4,3.7,0,,80,543,,220,Stoneham
287,6.6,87.1,0,0.3,0,5.9,02850000,2019,"$83,327 ",303,"$25,247,933 ",501.2,498.1,499,49.7,48.3,"$52,692,952.35 ","$15,111.69 ","$60,707,067.70 ","$16,400.67 ","3,486.90","3,701.50",17.1,30.6,23.8,12.3,5.8,9.3,1.2,0,0.7,86.6,12.7,0.1,6.2,23.2,48.5,11.7,51.5,5.1,0.3,,53.4,527,,295,Stoughton
197,0.5,98.5,0,0,0,1,04890000,2019,,,,,,,,,"$12,869,035.00 ","$15,353.18 ","$12,869,035.00 ","$15,353.18 ",838.2,838.2,17.7,18.9,20.2,20.7,9.1,10,3.4,0,0,100,0,0.5,3.5,2.5,55.6,5.5,44.4,2.6,0.1,,85.3,572,,273,Sturgis Charter Public (District)
102,2,96.1,0,0,0,2,02900000,2019,"$78,106 ",99.3,"$7,755,918 ",504.6,502.2,509,51.6,55.6,"$20,093,501.88 ","$14,516.33 ","$21,426,232.55 ","$14,995.96 ","1,384.20","1,428.80",11.8,19.3,33.1,19.8,11.4,3.4,1.2,0,0,89.7,10.3,0.1,1.3,1,49.5,2.2,50.5,4,0,,91.4,552,,124,Sutton
175,0,94.9,0,0,0,5.1,02910000,2019,"$81,864 ",184.7,"$15,120,283 ",506.1,502.6,504,44.9,49.4,"$36,239,717.00 ","$16,427.05 ","$39,797,317.00 ","$17,435.08 ","2,206.10","2,282.60",13.5,22.1,21.4,25.3,10.7,4.1,2.9,0,3.7,80.1,16.1,0.2,2.6,3.3,48.8,11.1,51.2,2.4,0,,80.2,585,,194,Swampscott
134,0,97.8,0,0,0,2.2,02920000,2019,"$73,315 ",157.6,"$11,554,465 ",500.3,497.8,502.6,44.3,46.6,"$29,025,830.44 ","$13,879.99 ","$30,464,416.30 ","$14,092.15 ","2,091.20","2,161.80",13.4,29.9,19.2,19.6,13.2,3.5,1.1,0,0,86.3,13.7,0.2,1.1,0.8,49.3,2.3,50.7,1.3,0,,94.3,536,,104,Swansea
278,2.5,93.5,0.4,2.2,0,1.4,07700000,2019,"$80,536 ",139.2,"$11,210,547 ",498.4,504.7,502.9,40,47.1,"$26,131,484.00 ","$14,660.84 ","$26,442,193.00 ","$14,508.75 ","1,782.40","1,822.50",9.4,21.6,24.2,21.6,15.5,5.2,2.5,11.4,0,87.6,1.1,0.2,1,0.7,49.4,5.2,50.5,2.8,0,,90.2,590,,284,Tantasqua
543,6.1,89.7,0,1.8,0,2.4,02930000,2019,"$83,275 ",525.8,"$43,786,019 ",493,491.2,491.7,39.8,43.5,"$110,347,339.31 ","$13,704.17 ","$122,045,635.31 ","$14,529.24 ","8,052.10","8,400.00",19.4,23.2,22.5,18.8,9.6,5.4,1.2,3,2.2,72.5,22.3,0.2,1.4,16.6,49,12.5,51,5.2,0.1,,63.9,490,,547,Taunton
455,36.5,39.8,6.2,0.4,0,17.1,39020000,2019,,,,492.1,482.6,490.2,43,32.4,"$20,428,159.00 ","$9,168.83 ","$20,428,159.00 ","$9,168.83 ","2,228.00","2,228.00",0,0,0,0,0,0,0,0,0,86,14,0.4,2.8,8.2,57.5,15,42.5,7.5,0.2,,65.9,537,,99,TEC Connections Academy Commonwealth Virtual School District
255,2,94.9,0,0,0,3.1,02950000,2019,"$77,212 ",261.1,"$20,160,037 ",505.8,501.6,500.8,56.1,51.6,"$57,847,394.97 ","$16,824.91 ","$65,824,816.47 ","$18,236.04 ","3,438.20","3,609.60",19.6,16.1,27.2,20,11.1,5.1,0.9,0,1.9,84.3,13.9,0.1,3.6,3.4,49.4,4.6,50.6,1.2,0,,87.1,560,,247,Tewksbury
243,1.2,97.9,0,0,0,0.8,08780000,2019,"$90,962 ",93.6,"$8,514,015 ",,,,,,"$21,045,382.00 ","$20,193.23 ","$21,085,803.00 ","$20,193.26 ","1,042.20","1,044.20",10.2,26.4,17,25.6,17.9,0,2.9,47.8,0,41.8,10.3,0.3,1,0.7,41.5,5.7,58.3,4.2,0.3,,87.9,519,,151,Tri-County Regional Vocational Technical
175,1.7,94.3,0,0.6,0,3.4,07730000,2019,"$78,946 ",199.3,"$15,733,906 ",502.9,499,503.5,53.9,56.8,"$41,945,927.00 ","$17,707.67 ","$46,389,313.00 ","$18,218.32 ","2,368.80","2,546.30",10.6,21.9,24.2,19.5,19.1,3.6,1.1,0.1,1.4,84.8,13.7,0.1,1.6,1,48.5,3.1,51.5,1.9,0.2,,92.2,551,,185,Triton
126,1.6,96.8,0,0,0,1.6,03010000,2019,"$81,569 ",127.7,"$10,413,179 ",502.1,501.3,500.7,44.4,52.6,"$24,623,054.00 ","$15,155.45 ","$28,033,102.00 ","$15,874.68 ","1,624.70","1,765.90",17,22.3,29.9,20.2,4.6,6.1,0,0,0,87.4,12.6,0.2,6.8,3.7,48.8,4.6,51.2,3.2,0,,81.5,565,,145,Tyngsborough
158,0.6,98.7,0,0,0,0.6,08790000,2019,"$71,177 ",79.2,"$5,637,225 ",,,,,,"$17,680,564.52 ","$24,259.83 ","$17,687,164.52 ","$24,225.67 ",728.8,730.1,13,14.4,12.8,44.9,13.6,0,1.5,58.1,0,41.9,0,0.7,1.7,4.7,35.8,2.7,64.2,5.4,0,,84.8,513,,115,Upper Cape Cod Regional Vocational Technical
149,4.7,83.9,1.3,0,0,10.1,03040000,2019,"$74,243 ",131,"$9,725,823 ",498,498.3,498.8,44,50.2,"$26,532,261.00 ","$15,795.83 ","$31,170,328.00 ","$16,252.32 ","1,679.70","1,917.90",12.9,19.2,18.7,20.6,23.3,1.5,3.8,0,1.5,83,15.5,0.5,1.4,1.5,46.1,4.6,53.9,2,0.1,,90,536,,114,Uxbridge
571,1.4,96.1,0.2,0,0,2.3,07750000,2019,"$77,867 ",463.7,"$36,107,090 ",509,506.9,508.8,50.4,50.1,"$91,996,782.52 ","$12,941.62 ","$100,984,903.78 ","$13,754.60 ","7,108.60","7,341.90",16,23.9,24.9,18,11.9,3.3,1.9,0.7,0.4,98.5,0.3,0.1,2.9,2.2,49.8,5.4,50.2,2.2,0,,87.2,569,,612,Wachusett
234,0.4,96.2,0.4,0.4,0,2.6,03050000,2019,"$80,932 ",264.6,"$21,414,527 ",501.9,501.2,500.1,47.9,48.6,"$53,478,747.51 ","$15,280.52 ","$58,961,303.61 ","$16,245.47 ","3,499.80","3,629.40",19.5,30.1,16.4,15.3,10.9,3.2,4.6,1.6,1.2,88,9.2,0.2,3.6,2.9,49.3,6.8,50.7,3.1,0.3,,83.2,566,,317,Wakefield
301,0.3,95.3,0,0,0,4.3,03070000,2019,"$79,778 ",294.1,"$23,462,778 ",508.7,508.4,507.7,51,51,"$59,130,327.36 ","$15,690.26 ","$64,011,429.24 ","$16,472.32 ","3,768.60","3,886.00",16.1,19.6,22.4,23.8,12.5,3.8,1.7,0,1.6,84.9,13.5,0.3,6.4,3.4,49.9,5.4,50,2.6,0,,81.9,566,,388,Walpole
411,10.2,82.5,0.5,1.9,0,4.9,03080000,2019,"$81,976 ",524.4,"$42,988,665 ",501,497.5,495.2,55,53.1,"$119,090,108.00 ","$21,331.61 ","$127,009,430.00 ","$21,968.25 ","5,582.80","5,781.50",24,25.8,17,14.6,9.7,7.2,1.6,3.7,5.7,82.7,7.9,0.1,5.3,9.7,47.3,40.7,52.7,2.3,0,,41.9,526,,379,Waltham
81,16,74.1,1.2,1.2,0,7.4,03090000,2019,"$65,106 ",92,"$5,989,791 ",492.7,489.7,495.5,43.3,49.4,"$17,989,905.68 ","$15,422.12 ","$20,631,224.50 ","$14,961.00 ","1,166.50","1,379.00",21.7,24.4,18.3,24.1,8.9,2.7,0,0,2.2,77.3,20.5,0.1,0.7,1.7,50,5.7,50,3.8,0.2,,87.9,532,,64,Ware
155,15.5,68.4,0,1.9,0.6,13.5,03100000,2019,"$76,053 ",180.9,"$13,757,999 ",494.6,489.4,490.8,48.8,48,"$38,955,582.53 ","$18,376.14 ","$45,445,371.50 ","$17,976.10 ","2,119.90","2,528.10",10.6,15,23.4,27.6,14.7,4.6,4,0.3,1,93.2,5.5,1.2,1.1,8.6,48.6,8,51.4,11,0.1,,69.9,536,,87,Wareham
163,4.3,90.2,0,0,0,5.5,03140000,2019,"$83,624 ",262.2,"$21,926,120 ",499.9,498.1,500,50.5,54.3,"$55,747,752.54 ","$21,078.25 ","$62,615,504.23 ","$22,422.74 ","2,644.80","2,792.50",27.9,26.4,17.7,12.8,11,2.6,1.7,0,3.6,92.1,4.3,0.5,7.9,3.8,48.5,17.2,51.5,5.7,0.1,,64.9,561,,163,Watertown
212,0.9,96.7,0.9,0,0,1.4,03150000,2019,"$97,121 ",216.1,"$20,987,894 ",514.8,515.2,513.5,56.5,54.1,"$50,694,164.73 ","$18,726.37 ","$53,689,167.16 ","$19,442.73 ","2,707.10","2,761.40",9.8,17.8,40,19.8,9.1,2.2,1.4,1.2,2.2,80.9,15.6,0,15.5,5.1,49.7,4.5,50.3,5.5,0.2,,69.1,638,,204,Wayland
123,10.6,78.9,0.8,2.4,0,7.3,03160000,2019,"$74,394 ",140.5,"$10,452,328 ",489,485.2,485.1,45,50.8,"$28,611,463.00 ","$15,520.19 ","$32,771,151.00 ","$15,948.58 ","1,843.50","2,054.80",23.9,23.4,25.4,18.4,6,0.3,2.6,0,2.9,80.9,16.2,0.1,2.1,5.4,50.4,27.2,49.5,6.9,0.1,,58.2,516,,83,Webster
389,0.5,97.7,0,0,0.3,1.5,03170000,2019,"$97,301 ",394.1,"$38,346,484 ",517.3,513.2,512.3,54.2,53.7,"$97,780,268.76 ","$19,734.45 ","$105,659,336.95 ","$21,016.28 ","4,954.80","5,027.50",17.4,27.6,29.1,15.8,7,1.8,1.3,0,1.7,91.5,6.8,0.1,14.2,3.7,51,5.1,49,6.7,0,,70.2,628,,350,Wellesley
66,7.6,90.9,0,0,0,1.5,03220000,2019,"$81,446 ",82.7,"$6,735,617 ",506.7,506.5,508.4,51.2,54.7,"$14,937,057.06 ","$16,760.61 ","$17,293,431.06 ","$17,347.21 ",891.2,996.9,16.7,16.5,19.6,28.7,10.6,6.3,1.6,0,1.7,89.7,8.6,0.1,1.8,3,51.5,10.8,48.5,4.3,0,,80,550,,55,West Boylston
102,0,98,0,0,0,2,03230000,2019,"$81,604 ",89.2,"$7,279,034 ",502.7,498.3,499.2,43.5,41.2,"$17,099,102.50 ","$12,697.98 ","$18,842,713.20 ","$13,580.33 ","1,346.60","1,387.50",14,38.7,20.3,12.3,10.5,3.5,0.6,0,0.2,99.8,0,0.4,1,4.7,51.1,3.3,48.9,4.3,0.1,,86.3,536,,129,West Bridgewater
292,4.8,89.7,0.7,0,0,4.8,03320000,2019,"$70,228 ",326.5,"$22,929,387 ",497.9,498,498.8,49.1,48.6,"$57,095,812.00 ","$13,936.00 ","$63,805,250.00 ","$14,899.07 ","4,097.00","4,282.50",17.2,21.3,21.8,24.8,11.2,2.4,1.2,0,3.3,79,17.6,0.1,8.2,3.5,48.8,19.2,51.2,2.7,0,,66.3,549,,198,West Springfield
272,1.1,97.1,0.4,0,0,1.5,03210000,2019,"$79,176 ",329.5,"$26,088,356 ",514.2,515.2,510.8,60.6,62.3,"$64,489,874.72 ","$16,341.44 ","$67,972,966.98 ","$16,998.77 ","3,946.40","3,998.70",13.2,23.4,25.3,23.3,9,3.5,2.3,0,2.2,91.5,6.3,0.1,34.2,1.9,49.7,6.5,50.3,2.9,0.1,,54.4,610,,315,Westborough
401,5.5,88,0.2,2.5,0,3.7,03250000,2019,"$73,978 ",426.5,"$31,548,758 ",497.6,495.9,494.4,45.6,41.2,"$79,145,979.64 ","$14,917.16 ","$86,879,488.64 ","$15,498.70 ","5,305.70","5,605.60",12.9,18,22.3,26.4,16.6,1.9,1.9,3.4,2.3,82.5,11.9,0.1,3.3,2.3,48.8,15.4,51.2,2.4,0,,76.4,529,,262,Westfield
448,0.9,98.4,0,0,0,0.7,03260000,2019,"$86,249 ",368.2,"$31,756,045 ",511.8,515.7,514.1,52.8,56.3,"$72,795,144.70 ","$14,317.63 ","$78,167,478.70 ","$15,130.56 ","5,084.30","5,166.20",10.6,27.3,30.3,19.1,9.4,2.5,0.8,0,1.1,89.2,9.7,0.1,26.8,0.9,48.6,1.8,51.4,3.8,0,,66.6,624,,533,Westford
197,0,99,0,0,0,1,03300000,2019,"$100,873 ",184.1,"$18,573,717 ",520.4,518.8,515.9,59.1,59.1,"$52,262,282.61 ","$24,972.42 ","$55,013,702.14 ","$25,846.23 ","2,092.80","2,128.50",10.7,25.1,31.4,20.9,8.8,1,2.1,0,1.7,82.2,16.1,0.2,17.2,6.3,49.2,6.1,50.8,5.3,0,,64.9,652,,148,Weston
98,3.1,95.9,1,0,0,0,03310000,2019,"$80,943 ",112,"$9,065,611 ",500.9,501.3,502.3,48.7,50.9,"$22,547,248.00 ","$15,583.14 ","$24,786,885.00 ","$15,856.50 ","1,446.90","1,563.20",13.5,29.3,21.8,22.4,12,0.9,0,0,0,87.9,12.1,0.3,0.6,0.3,45.4,3.5,54.6,4.2,0,,91.2,528,,58,Westport
265,0,98.1,0,0,0,1.9,03350000,2019,"$96,020 ",243.4,"$23,371,335 ",516,513.5,514,51.4,55.1,"$58,330,737.00 ","$18,823.65 ","$60,329,359.00 ","$19,323.33 ","3,098.80","3,122.10",20.7,28.6,28.3,11.6,6.2,4.2,0.5,0,0.3,92.3,7.4,0,10.8,2.2,49.4,3.7,50.6,3.9,0,,79.5,611,,356,Westwood
503,8.3,85.3,0.6,0,0,5.8,03360000,2019,"$82,739 ",432.9,"$35,817,693 ",498.8,496.4,495.1,42.6,46.2,"$88,107,775.58 ","$15,198.07 ","$100,764,928.51 ","$16,221.80 ","5,797.30","6,211.70",15.7,25,27,16.6,11.3,2.6,1.8,3.2,1.5,85.3,10,0.2,6.3,6.7,49,9.3,50.9,4,0.1,,73.4,531,,485,Weymouth
